symbol,name
GITANJALI.NS,GITANJALI
GKWLIMITED.NS,GKWLIMITED
GLAND.NS,GLAND
GLAXO.NS,GLAXO
GLENMARK.NS,GLENMARK
GLFL.NS,GLFL
GLOBAL.NS,GLOBAL
GLOBALE.NS,GLOBALE
GLOBALPET.NS,GLOBALPET
GLOBALVECT.NS,GLOBALVECT
GLOBE.NS,GLOBE
GLOBUSSPR.NS,GLOBUSSPR
GLOSTERLTD.NS,GLOSTERLTD
GLS.NS,GLS
GMBREW.NS,GMBREW
GMDCLTD.NS,GMDCLTD
GMMPFAUDLR.NS,GMMPFAUDLR
GMRAIRPORT.NS,GMRAIRPORT
GMRP&UI.NS,GMRP&UI
GNA.NS,GNA
GNFC.NS,GNFC
GOACARBON.NS,GOACARBON
GOCLCORP.NS,GOCLCORP
GOCOLORS.NS,GOCOLORS
GODAVARIB.NS,GODAVARIB
GODFRYPHLP.NS,GODFRYPHLP
GODHA.NS,GODHA
GODIGIT.NS,GODIGIT
GODREJAGRO.NS,GODREJAGRO
GODREJCP.NS,GODREJCP
GODREJIND.NS,GODREJIND
GODREJPROP.NS,GODREJPROP
GOENKA.NS,GOENKA
GOKEX.NS,GOKEX
GOKUL.NS,GOKUL
GOKULAGRO.NS,GOKULAGRO
GOLDENTOBC.NS,GOLDENTOBC
GOLDIAM.NS,GOLDIAM
GOLDKART.NS,GOLDKART
GOLDSTAR.NS,GOLDSTAR
GOLDTECH.NS,GOLDTECH
GOODLUCK.NS,GOODLUCK
GOPAL.NS,GOPAL
GOYALALUM.NS,GOYALALUM
GOYALSALT.NS,GOYALSALT
GPECO.NS,GPECO
GPIL.NS,GPIL
GPPL.NS,GPPL
GPTHEALTH.NS,GPTHEALTH
GPTINFRA.NS,GPTINFRA
GRANULES.NS,GRANULES
GRAPHISAD.NS,GRAPHISAD
GRAPHITE.NS,GRAPHITE
GRASIM.NS,GRASIM
GRAVITA.NS,GRAVITA
GRCL.NS,GRCL
GREAVESCOT.NS,GREAVESCOT
GREENCHEF.NS,GREENCHEF
GREENLAM.NS,GREENLAM
GREENPANEL.NS,GREENPANEL
GREENPLY.NS,GREENPLY
GREENPOWER.NS,GREENPOWER
GRETEX.NS,GRETEX
GRINDWELL.NS,GRINDWELL
GRINFRA.NS,GRINFRA
GRMOVER.NS,GRMOVER
GROBTEA.NS,GROBTEA
GRPLTD.NS,GRPLTD
GRSE.NS,GRSE
GRWRHITECH.NS,GRWRHITECH
GSFC.NS,GSFC
GSLSU.NS,GSLSU
GSMFOILS.NS,GSMFOILS
GSPL.NS,GSPL
GSS.NS,GSS
GSTL.NS,GSTL
GTECJAINX.NS,GTECJAINX
GTL.NS,GTL
GTLINFRA.NS,GTLINFRA
GTPL.NS,GTPL
GUFICBIO.NS,GUFICBIO
GUJALKALI.NS,GUJALKALI
GUJAPOLLO.NS,GUJAPOLLO
GUJGASLTD.NS,GUJGASLTD
GUJRAFFIA.NS,GUJRAFFIA
GULFOILLUB.NS,GULFOILLUB
GULFPETRO.NS,GULFPETRO
GULPOLY.NS,GULPOLY
GVKPIL.NS,GVKPIL
GVPTECH.NS,GVPTECH
GVT&D.NS,GVT&D
HAL.NS,HAL
HAPPSTMNDS.NS,HAPPSTMNDS
HAPPYFORGE.NS,HAPPYFORGE
HARDWYN.NS,HARDWYN
HARIOMPIPE.NS,HARIOMPIPE
HARRMALAYA.NS,HARRMALAYA
HARSHA.NS,HARSHA
HATHWAY.NS,HATHWAY
HATSUN.NS,HATSUN
HAVELLS.NS,HAVELLS
HAVISHA.NS,HAVISHA
HBLENGINE.NS,HBLENGINE
HBSL.NS,HBSL
HCC.NS,HCC
HCG.NS,HCG
HCL-INSYS.NS,HCL-INSYS
HCLTECH.NS,HCLTECH
HDFCAMC.NS,HDFCAMC
HDFCBANK.NS,HDFCBANK
HDFCLIFE.NS,HDFCLIFE
HDIL.NS,HDIL
HEADSUP.NS,HEADSUP
HECPROJECT.NS,HECPROJECT
HEG.NS,HEG
HEIDELBERG.NS,HEIDELBERG
HEMIPROP.NS,HEMIPROP
HERANBA.NS,HERANBA
HERCULES.NS,HERCULES
HERITGFOOD.NS,HERITGFOOD
HEROMOTOCO.NS,HEROMOTOCO
HESTERBIO.NS,HESTERBIO
HEUBACHIND.NS,HEUBACHIND
HEXATRADEX.NS,HEXATRADEX
HFCL.NS,HFCL
HGINFRA.NS,HGINFRA
HGS.NS,HGS
HIGREEN.NS,HIGREEN
HIKAL.NS,HIKAL
HIL.NS,HIL
HILTON.NS,HILTON
HIMATSEIDE.NS,HIMATSEIDE
HINDALCO.NS,HINDALCO
HINDCOMPOS.NS,HINDCOMPOS
HINDCON.NS,HINDCON
HINDCOPPER.NS,HINDCOPPER
HINDMOTORS.NS,HINDMOTORS
HINDNATGLS.NS,HINDNATGLS
HINDOILEXP.NS,HINDOILEXP
HINDPETRO.NS,HINDPETRO
HINDUNILVR.NS,HINDUNILVR
HINDWAREAP.NS,HINDWAREAP
HINDZINC.NS,HINDZINC
HIRECT.NS,HIRECT
HISARMETAL.NS,HISARMETAL
HITECH.NS,HITECH
HITECHCORP.NS,HITECHCORP
HITECHGEAR.NS,HITECHGEAR
HLEGLAS.NS,HLEGLAS
HLVLTD.NS,HLVLTD
HMAAGRO.NS,HMAAGRO
HMT.NS,HMT
HMVL.NS,HMVL
HNDFDS.NS,HNDFDS
HOACFOODS.NS,HOACFOODS
HOLMARC.NS,HOLMARC
HOMEFIRST.NS,HOMEFIRST
HOMESFY.NS,HOMESFY
HONASA.NS,HONASA
HONAUT.NS,HONAUT
HONDAPOWER.NS,HONDAPOWER
HOVS.NS,HOVS
HPAL.NS,HPAL
HPIL.NS,HPIL
HPL.NS,HPL
HRHNEXT.NS,HRHNEXT
HSCL.NS,HSCL
HTMEDIA.NS,HTMEDIA
HUBTOWN.NS,HUBTOWN
HUDCO.NS,HUDCO
HUHTAMAKI.NS,HUHTAMAKI
HVAX.NS,HVAX
HYBRIDFIN.NS,HYBRIDFIN
HYUNDAI.NS,HYUNDAI
IBLFL.NS,IBLFL
ICDSLTD.NS,ICDSLTD
ICEMAKE.NS,ICEMAKE
ICICIBANK.NS,ICICIBANK
ICICIGI.NS,ICICIGI
ICICIPRULI.NS,ICICIPRULI
ICIL.NS,ICIL
ICRA.NS,ICRA
ICSA.NS,ICSA
IDBI.NS,IDBI
IDEA.NS,IDEA
IDEAFORGE.NS,IDEAFORGE
IDEALTECHO.NS,IDEALTECHO
IDENTICAL.NS,IDENTICAL
IDFC.NS,IDFC
IDFCFIRSTB.NS,IDFCFIRSTB
IEL.NS,IEL
IEML.NS,IEML
IEX.NS,IEX
IFBAGRO.NS,IFBAGRO
IFBIND.NS,IFBIND
IFCI.NS,IFCI
IFGLEXPOR.NS,IFGLEXPOR
IGARASHI.NS,IGARASHI
IGIL.NS,IGIL
IGL.NS,IGL
IGPL.NS,IGPL
IIFL.NS,IIFL
IIFLCAPS.NS,IIFLCAPS
IITL.NS,IITL
IKIO.NS,IKIO
IKS.NS,IKS
IL&FSENGG.NS,IL&FSENGG
IL&FSTRANS.NS,IL&FSTRANS
IMAGICAA.NS,IMAGICAA
IMFA.NS,IMFA
IMPAL.NS,IMPAL
IMPEXFERRO.NS,IMPEXFERRO
INCREDIBLE.NS,INCREDIBLE
INDBANK.NS,INDBANK
INDGN.NS,INDGN
INDHOTEL.NS,INDHOTEL
INDIACEM.NS,INDIACEM
INDIAGLYCO.NS,INDIAGLYCO
INDIAMART.NS,INDIAMART
INDIANB.NS,INDIANB
INDIANCARD.NS,INDIANCARD
INDIANHUME.NS,INDIANHUME
INDIASHLTR.NS,INDIASHLTR
INDIFRA.NS,INDIFRA
INDIGO.NS,INDIGO
INDIGOPNTS.NS,INDIGOPNTS
INDLMETER.NS,INDLMETER
INDNIPPON.NS,INDNIPPON
INDOAMIN.NS,INDOAMIN
INDOBORAX.NS,INDOBORAX
INDOCO.NS,INDOCO
INDORAMA.NS,INDORAMA
INDOSOLAR.NS,INDOSOLAR
INDOSTAR.NS,INDOSTAR
INDOTECH.NS,INDOTECH
INDOTHAI.NS,INDOTHAI
INDOUS.NS,INDOUS
INDOWIND.NS,INDOWIND
INDRAMEDCO.NS,INDRAMEDCO
INDSWFTLAB.NS,INDSWFTLAB
INDSWFTLTD.NS,INDSWFTLTD
INDTERRAIN.NS,INDTERRAIN
INDUSFILA.NS,INDUSFILA
INDUSINDBK.NS,INDUSINDBK
INDUSTOWER.NS,INDUSTOWER
INFIBEAM.NS,INFIBEAM
INFINIUM.NS,INFINIUM
INFOBEAN.NS,INFOBEAN
INFOLLION.NS,INFOLLION
INFOMEDIA.NS,INFOMEDIA
INFY.NS,INFY
INGERRAND.NS,INGERRAND
INM.NS,INM
INNOMET.NS,INNOMET
INNOVACAP.NS,INNOVACAP
INNOVANA.NS,INNOVANA
INOXGREEN.NS,INOXGREEN
INOXINDIA.NS,INOXINDIA
INOXWIND.NS,INOXWIND
INSECTICID.NS,INSECTICID
INSPIRE.NS,INSPIRE
INSPIRISYS.NS,INSPIRISYS
INTELLECT.NS,INTELLECT
INTENTECH.NS,INTENTECH
INTERARCH.NS,INTERARCH
INTLCONV.NS,INTLCONV
INVENTURE.NS,INVENTURE
IOB.NS,IOB
IOC.NS,IOC
IOLCP.NS,IOLCP
IONEXCHANG.NS,IONEXCHANG
IPCALAB.NS,IPCALAB
IPHL.NS,IPHL
IPL.NS,IPL
IPSL.NS,IPSL
IRB.NS,IRB
IRCON.NS,IRCON
IRCTC.NS,IRCTC
IREDA.NS,IREDA
IRFC.NS,IRFC
IRIS.NS,IRIS
IRISDOREME.NS,IRISDOREME
IRMENERGY.NS,IRMENERGY
ISEC.NS,ISEC
ISFT.NS,ISFT
ISGEC.NS,ISGEC
ISHAN.NS,ISHAN
ISMTLTD.NS,ISMTLTD
ITALIANE.NS,ITALIANE
ITC.NS,ITC
ITDC.NS,ITDC
ITDCEM.NS,ITDCEM
ITI.NS,ITI
ITTL.NS,ITTL
IVC.NS,IVC
IVP.NS,IVP
IVRCLINFRA.NS,IVRCLINFRA
IWEL.NS,IWEL
IXIGO.NS,IXIGO
IZMO.NS,IZMO
J&KBANK.NS,J&KBANK
JAGRAN.NS,JAGRAN
JAGSNPHARM.NS,JAGSNPHARM
JAIBALAJI.NS,JAIBALAJI
JAICORPLTD.NS,JAICORPLTD
JAINAM.NS,JAINAM
JAINSTUDIO.NS,JAINSTUDIO
JAIPURKURT.NS,JAIPURKURT
JAKHARIA.NS,JAKHARIA
JALAN.NS,JALAN
JAMNAAUTO.NS,JAMNAAUTO
JASH.NS,JASH
JAYAGROGN.NS,JAYAGROGN
JAYBARMARU.NS,JAYBARMARU
JAYBEE.NS,JAYBEE
JAYNECOIND.NS,JAYNECOIND
JAYSREETEA.NS,JAYSREETEA
JBCHEPHARM.NS,JBCHEPHARM
JBFIND.NS,JBFIND
JBMA.NS,JBMA
JCHAC.NS,JCHAC
JETAIRWAYS.NS,JETAIRWAYS
JETFREIGHT.NS,JETFREIGHT
JETKNIT.NS,JETKNIT
JEYYAM.NS,JEYYAM
JFLLIFE.NS,JFLLIFE
JGCHEM.NS,JGCHEM
JHS.NS,JHS
JINDALPHOT.NS,JINDALPHOT
JINDALPOLY.NS,JINDALPOLY
JINDALSAW.NS,JINDALSAW
JINDALSTEL.NS,JINDALSTEL
JINDRILL.NS,JINDRILL
JINDWORLD.NS,JINDWORLD
JIOFIN.NS,JIOFIN
JISLJALEQS.NS,JISLJALEQS
JITFINFRA.NS,JITFINFRA
JIWANRAM.NS,JIWANRAM
JKCEMENT.NS,JKCEMENT
JKIL.NS,JKIL
JKLAKSHMI.NS,JKLAKSHMI
JKPAPER.NS,JKPAPER
JKTYRE.NS,JKTYRE
JLHL.NS,JLHL
JMA.NS,JMA
JMFINANCIL.NS,JMFINANCIL
JNKINDIA.NS,JNKINDIA
JOCIL.NS,JOCIL
JPASSOCIAT.NS,JPASSOCIAT
JPINFRATEC.NS,JPINFRATEC
JPOLYINVST.NS,JPOLYINVST
JPPOWER.NS,JPPOWER
JSFB.NS,JSFB
JSL.NS,JSL
JSLL.NS,JSLL
JSWENERGY.NS,JSWENERGY
JSWHL.NS,JSWHL
JSWINFRA.NS,JSWINFRA
JSWSTEEL.NS,JSWSTEEL
JTEKTINDIA.NS,JTEKTINDIA
JTLIND.NS,JTLIND
JUBLFOOD.NS,JUBLFOOD
JUBLINDS.NS,JUBLINDS
JUBLINGREA.NS,JUBLINGREA
JUBLPHARMA.NS,JUBLPHARMA
JUNIPER.NS,JUNIPER
JUSTDIAL.NS,JUSTDIAL
JWL.NS,JWL
JYOTHYLAB.NS,JYOTHYLAB
JYOTICNC.NS,JYOTICNC
JYOTISTRUC.NS,JYOTISTRUC
K2INFRA.NS,K2INFRA
KABRAEXTRU.NS,KABRAEXTRU
KAJARIACER.NS,KAJARIACER
KAKATCEM.NS,KAKATCEM
KALAMANDIR.NS,KALAMANDIR
KALANA.NS,KALANA
KALYANI.NS,KALYANI
KALYANIFRG.NS,KALYANIFRG
KALYANKJIL.NS,KALYANKJIL
KAMATHOTEL.NS,KAMATHOTEL
KAMDHENU.NS,KAMDHENU
KAMOPAINTS.NS,KAMOPAINTS
KANANIIND.NS,KANANIIND
KANDARP.NS,KANDARP
KANORICHEM.NS,KANORICHEM
KANPRPLA.NS,KANPRPLA
KANSAINER.NS,KANSAINER
KAPSTON.NS,KAPSTON
KARMAENG.NS,KARMAENG
KARNIKA.NS,KARNIKA
KARURVYSYA.NS,KARURVYSYA
KATARIA.NS,KATARIA
KAUSHALYA.NS,KAUSHALYA
KAVVERITEL.NS,KAVVERITEL
KAYA.NS,KAYA
KAYNES.NS,KAYNES
KBCGLOBAL.NS,KBCGLOBAL
KCEIL.NS,KCEIL
KCK.NS,KCK
KCP.NS,KCP
KCPSUGIND.NS,KCPSUGIND
KDDL.NS,KDDL
KDL.NS,KDL
KEC.NS,KEC
KECL.NS,KECL
KEEPLEARN.NS,KEEPLEARN
KEI.NS,KEI
KEL.NS,KEL
KELLTONTEC.NS,KELLTONTEC
KERNEX.NS,KERNEX
KESORAMIND.NS,KESORAMIND
KEYFINSERV.NS,KEYFINSERV
KFINTECH.NS,KFINTECH
KGL.NS,KGL
KHADIM.NS,KHADIM
KHAICHEM.NS,KHAICHEM
KHAITANLTD.NS,KHAITANLTD
KHANDSE.NS,KHANDSE
KHFM.NS,KHFM
KICL.NS,KICL
KILITCH.NS,KILITCH
KIMS.NS,KIMS
KINGFA.NS,KINGFA
KIOCL.NS,KIOCL
KIRIINDUS.NS,KIRIINDUS
KIRLOSBROS.NS,KIRLOSBROS
KIRLOSENG.NS,KIRLOSENG
KIRLOSIND.NS,KIRLOSIND
KIRLPNU.NS,KIRLPNU
KITEX.NS,KITEX
KKCL.NS,KKCL
KKVAPOW.NS,KKVAPOW
KLL.NS,KLL
KMEW.NS,KMEW
KMSUGAR.NS,KMSUGAR
KNAGRI.NS,KNAGRI
KNRCON.NS,KNRCON
KODYTECH.NS,KODYTECH
KOHINOOR.NS,KOHINOOR
KOKUYOCMLN.NS,KOKUYOCMLN
KOLTEPATIL.NS,KOLTEPATIL
KONSTELEC.NS,KONSTELEC
KONTOR.NS,KONTOR
KOPRAN.NS,KOPRAN
KORE.NS,KORE
KOTAKBANK.NS,KOTAKBANK
KOTARISUG.NS,KOTARISUG
KOTHARIPET.NS,KOTHARIPET
KOTHARIPRO.NS,KOTHARIPRO
KOTYARK.NS,KOTYARK
KPEL.NS,KPEL
KPIGREEN.NS,KPIGREEN
KPIL.NS,KPIL
KPITTECH.NS,KPITTECH
KPRMILL.NS,KPRMILL
KRBL.NS,KRBL
KREBSBIO.NS,KREBSBIO
KRIDHANINF.NS,KRIDHANINF
KRISHANA.NS,KRISHANA
KRISHCA.NS,KRISHCA
KRISHIVAL.NS,KRISHIVAL
KRISHNADEF.NS,KRISHNADEF
KRITI.NS,KRITI
KRITIKA.NS,KRITIKA
KRITINUT.NS,KRITINUT
KRN.NS,KRN
KRONOX.NS,KRONOX
KROSS.NS,KROSS
KRSNAA.NS,KRSNAA
KRYSTAL.NS,KRYSTAL
KSB.NS,KSB
KSCL.NS,KSCL
KSERASERA.NS,KSERASERA
KSHITIJPOL.NS,KSHITIJPOL
KSK.NS,KSK
KSL.NS,KSL
KSOLVES.NS,KSOLVES
KTKBANK.NS,KTKBANK
KTL.NS,KTL
KUANTUM.NS,KUANTUM
KUNDANMM.NS,KUNDANMM
LAGNAM.NS,LAGNAM
LAKPRE.NS,LAKPRE
LAKSHMIEFL.NS,LAKSHMIEFL
LAKSHYA.NS,LAKSHYA
LAL.NS,LAL
LALPATHLAB.NS,LALPATHLAB
LAMBODHARA.NS,LAMBODHARA
LAMOSAIC.NS,LAMOSAIC
LANCORHOL.NS,LANCORHOL
LANDMARK.NS,LANDMARK
LAOPALA.NS,LAOPALA
LASA.NS,LASA
LATENTVIEW.NS,LATENTVIEW
LATTEYS.NS,LATTEYS
LAURUSLABS.NS,LAURUSLABS
LAWSIKHO.NS,LAWSIKHO
LAXMICOT.NS,LAXMICOT
LCCINFOTEC.NS,LCCINFOTEC
LEEL.NS,LEEL
LEMERITE.NS,LEMERITE
LEMONTREE.NS,LEMONTREE
LEXUS.NS,LEXUS
LFIC.NS,LFIC
LGBBROSLTD.NS,LGBBROSLTD
LGBFORGE.NS,LGBFORGE
LGHL.NS,LGHL
LIBAS.NS,LIBAS
LIBERTSHOE.NS,LIBERTSHOE
LICHSGFIN.NS,LICHSGFIN
LICI.NS,LICI
LIKHITHA.NS,LIKHITHA
LINC.NS,LINC
LINCOLN.NS,LINCOLN
LINDEINDIA.NS,LINDEINDIA
LLOYDS.NS,LLOYDS
LLOYDSENGG.NS,LLOYDSENGG
LLOYDSENT.NS,LLOYDSENT
LLOYDSME.NS,LLOYDSME
LMW.NS,LMW
LODHA.NS,LODHA
LOKESHMACH.NS,LOKESHMACH
LORDSCHLO.NS,LORDSCHLO
LOTUSEYE.NS,LOTUSEYE
LOVABLE.NS,LOVABLE
LOYALTEX.NS,LOYALTEX
LPDC.NS,LPDC
LRRPL.NS,LRRPL
LT.NS,LT
LTF.NS,LTF
LTFOODS.NS,LTFOODS
LTIM.NS,LTIM
LTTS.NS,LTTS
LUMAXIND.NS,LUMAXIND
LUMAXTECH.NS,LUMAXTECH
LUPIN.NS,LUPIN
LUXIND.NS,LUXIND
LXCHEM.NS,LXCHEM
LYKALABS.NS,LYKALABS
LYPSAGEMS.NS,LYPSAGEMS
M&M.NS,M&M
M&MFIN.NS,M&MFIN
MAANALU.NS,MAANALU
MACOBSTECH.NS,MACOBSTECH
MACPOWER.NS,MACPOWER
MADHAV.NS,MADHAV
MADHAVBAUG.NS,MADHAVBAUG
MADHUCON.NS,MADHUCON
MADHUSUDAN.NS,MADHUSUDAN
MADRASFERT.NS,MADRASFERT
MAGADSUGAR.NS,MAGADSUGAR
MAGNUM.NS,MAGNUM
MAGSON.NS,MAGSON
MAHABANK.NS,MAHABANK
MAHAPEXLTD.NS,MAHAPEXLTD
MAHASTEEL.NS,MAHASTEEL
MAHEPC.NS,MAHEPC
MAHESHWARI.NS,MAHESHWARI
MAHICKRA.NS,MAHICKRA
MAHLIFE.NS,MAHLIFE
MAHLOG.NS,MAHLOG
MAHSCOOTER.NS,MAHSCOOTER
MAHSEAMLES.NS,MAHSEAMLES
MAITHANALL.NS,MAITHANALL
MAITREYA.NS,MAITREYA
MAKS.NS,MAKS
MAL.NS,MAL
MALLCOM.NS,MALLCOM
MALUPAPER.NS,MALUPAPER
MAMATA.NS,MAMATA
MANAKALUCO.NS,MANAKALUCO
MANAKCOAT.NS,MANAKCOAT
MANAKSIA.NS,MANAKSIA
MANAKSTEEL.NS,MANAKSTEEL
MANALIPETC.NS,MANALIPETC
MANAPPURAM.NS,MANAPPURAM
MANAV.NS,MANAV
MANBA.NS,MANBA
MANCREDIT.NS,MANCREDIT
MANDEEP.NS,MANDEEP
MANGALAM.NS,MANGALAM
MANGCHEFER.NS,MANGCHEFER
MANGLMCEM.NS,MANGLMCEM
MANINDS.NS,MANINDS
MANINFRA.NS,MANINFRA
MANKIND.NS,MANKIND
MANOMAY.NS,MANOMAY
MANORAMA.NS,MANORAMA
MANORG.NS,MANORG
MANPASAND.NS,MANPASAND
MANUGRAPH.NS,MANUGRAPH
MANYAVAR.NS,MANYAVAR
MAPMYINDIA.NS,MAPMYINDIA
MARALOVER.NS,MARALOVER
MARATHON.NS,MARATHON
MARCO.NS,MARCO
MARICO.NS,MARICO
MARINE.NS,MARINE
MARINETRAN.NS,MARINETRAN
MARKSANS.NS,MARKSANS
MARSHALL.NS,MARSHALL
MARUTI.NS,MARUTI
MASFIN.NS,MASFIN
MASKINVEST.NS,MASKINVEST
MASON.NS,MASON
MASTEK.NS,MASTEK
MASTER.NS,MASTER
MASTERTR.NS,MASTERTR
MATRIMONY.NS,MATRIMONY
MAWANASUG.NS,MAWANASUG
MAXESTATES.NS,MAXESTATES
MAXHEALTH.NS,MAXHEALTH
MAXIND.NS,MAXIND
MAXPOSURE.NS,MAXPOSURE
MAYURUNIQ.NS,MAYURUNIQ
MAZDA.NS,MAZDA
MAZDOCK.NS,MAZDOCK
MBAPL.NS,MBAPL
MBECL.NS,MBECL
MBLINFRA.NS,MBLINFRA
MCDHOLDING.NS,MCDHOLDING
MCL.NS,MCL
MCLEODRUSS.NS,MCLEODRUSS
MCON.NS,MCON
MDL.NS,MDL
MEDANTA.NS,MEDANTA
MEDIASSIST.NS,MEDIASSIST
MEDICAMEQ.NS,MEDICAMEQ
MEDICO.NS,MEDICO
MEDIORG.NS,MEDIORG
MEDPLUS.NS,MEDPLUS
MEGAFLEX.NS,MEGAFLEX
MEGASOFT.NS,MEGASOFT
MEGASTAR.NS,MEGASTAR
MEGATHERM.NS,MEGATHERM
MELSTAR.NS,MELSTAR
MENONBE.NS,MENONBE
MEP.NS,MEP
MERCATOR.NS,MERCATOR
METALFORGE.NS,METALFORGE
METKORE.NS,METKORE
METROBRAND.NS,METROBRAND
METROPOLIS.NS,METROPOLIS
MFML.NS,MFML
MFSL.NS,MFSL
MGEL.NS,MGEL
MGL.NS,MGL
MHHL.NS,MHHL
MHLXMIRU.NS,MHLXMIRU
MHRIL.NS,MHRIL
MICEL.NS,MICEL
MICROPRO.NS,MICROPRO
MIDHANI.NS,MIDHANI
MIEL.NS,MIEL
MILTON.NS,MILTON
MINDACORP.NS,MINDACORP
MINDPOOL.NS,MINDPOOL
MINDTECK.NS,MINDTECK
MIRCELECTR.NS,MIRCELECTR
MIRZAINT.NS,MIRZAINT
MITCON.NS,MITCON
MITTAL.NS,MITTAL
MKPL.NS,MKPL
MMFL.NS,MMFL
MMP.NS,MMP
MMTC.NS,MMTC
MOBIKWIK.NS,MOBIKWIK
MODIRUBBER.NS,MODIRUBBER
MODISONLTD.NS,MODISONLTD
MODTHREAD.NS,MODTHREAD
MOHITIND.NS,MOHITIND
MOIL.NS,MOIL
MOKSH.NS,MOKSH
MOL.NS,MOL
MOLDTECH.NS,MOLDTECH
MOLDTKPAC.NS,MOLDTKPAC
MONARCH.NS,MONARCH
MONOPHARMA.NS,MONOPHARMA
MONTECARLO.NS,MONTECARLO
MORARJEE.NS,MORARJEE
MOREPENLAB.NS,MOREPENLAB
MOS.NS,MOS
MOTHERSON.NS,MOTHERSON
MOTILALOFS.NS,MOTILALOFS
MOTISONS.NS,MOTISONS
MOTOGENFIN.NS,MOTOGENFIN
MOXSH.NS,MOXSH
MPHASIS.NS,MPHASIS
MPSLTD.NS,MPSLTD
MPTODAY.NS,MPTODAY
MRF.NS,MRF
MRO-TEK.NS,MRO-TEK
MRPL.NS,MRPL
MSPL.NS,MSPL
MSTCLTD.NS,MSTCLTD
MSUMI.NS,MSUMI
MTARTECH.NS,MTARTECH
MTEDUCARE.NS,MTEDUCARE
MTNL.NS,MTNL
MUFIN.NS,MUFIN
MUFTI.NS,MUFTI
MUKANDLTD.NS,MUKANDLTD
MUKKA.NS,MUKKA
MUKTAARTS.NS,MUKTAARTS
MUNJALAU.NS,MUNJALAU
MUNJALSHOW.NS,MUNJALSHOW
MURUDCERA.NS,MURUDCERA
MUTHOOTCAP.NS,MUTHOOTCAP
MUTHOOTFIN.NS,MUTHOOTFIN
MUTHOOTMF.NS,MUTHOOTMF
MVGJL.NS,MVGJL
MVKAGRO.NS,MVKAGRO
MVL.NS,MVL
MWL.NS,MWL
MYMUDRA.NS,MYMUDRA
NACLIND.NS,NACLIND
NAGAFERT.NS,NAGAFERT
NAGREEKCAP.NS,NAGREEKCAP
NAGREEKEXP.NS,NAGREEKEXP
NAHARCAP.NS,NAHARCAP
NAHARINDUS.NS,NAHARINDUS
NAHARPOLY.NS,NAHARPOLY
NAHARSPING.NS,NAHARSPING
NAKODA.NS,NAKODA
NAM-INDIA.NS,NAM-INDIA
NAMAN.NS,NAMAN
NAMOEWASTE.NS,NAMOEWASTE
NARMADA.NS,NARMADA
NATCOPHARM.NS,NATCOPHARM
NATHBIOGEN.NS,NATHBIOGEN
NATIONALUM.NS,NATIONALUM
NAUKRI.NS,NAUKRI
NAVA.NS,NAVA
NAVINFLUOR.NS,NAVINFLUOR
NAVKARCORP.NS,NAVKARCORP
NAVNETEDUL.NS,NAVNETEDUL
NAZARA.NS,NAZARA
NBCC.NS,NBCC
NBIFIN.NS,NBIFIN
NCC.NS,NCC
NCLIND.NS,NCLIND
NDGL.NS,NDGL
NDL.NS,NDL
NDLVENTURE.NS,NDLVENTURE
NDRAUTO.NS,NDRAUTO
NDTV.NS,NDTV
NECCLTD.NS,NECCLTD
NECLIFE.NS,NECLIFE
NEELAM.NS,NEELAM
NELCAST.NS,NELCAST
NELCO.NS,NELCO
NEOGEN.NS,NEOGEN
NEPHROCARE.NS,NEPHROCARE
NESCO.NS,NESCO
NESTLEIND.NS,NESTLEIND
NETWEB.NS,NETWEB
NETWORK18.NS,NETWORK18
NEULANDLAB.NS,NEULANDLAB
NEWGEN.NS,NEWGEN
NEWJAISA.NS,NEWJAISA
NEXTMEDIA.NS,NEXTMEDIA
NFL.NS,NFL
NGIL.NS,NGIL
NGLFINE.NS,NGLFINE
NH.NS,NH
NHPC.NS,NHPC
NIACL.NS,NIACL
NIBL.NS,NIBL
NIDAN.NS,NIDAN
NIITLTD.NS,NIITLTD
NIITMTS.NS,NIITMTS
NILAINFRA.NS,NILAINFRA
NILASPACES.NS,NILASPACES
NILKAMAL.NS,NILKAMAL
NINSYS.NS,NINSYS
NIPPOBATRY.NS,NIPPOBATRY
NIRAJ.NS,NIRAJ
NIRAJISPAT.NS,NIRAJISPAT
NIRMAN.NS,NIRMAN
NITCO.NS,NITCO
NITINFIRE.NS,NITINFIRE
NITINSPIN.NS,NITINSPIN
NITIRAJ.NS,NITIRAJ
NIVABUPA.NS,NIVABUPA
NKIND.NS,NKIND
NLCINDIA.NS,NLCINDIA
NMDC.NS,NMDC
NMSTEEL.NS,NMSTEEL
NOCIL.NS,NOCIL
NOIDATOLL.NS,NOIDATOLL
NORBTEAEXP.NS,NORBTEAEXP
NORTHARC.NS,NORTHARC
NOVAAGRI.NS,NOVAAGRI
NPST.NS,NPST
NRAIL.NS,NRAIL
NRBBEARING.NS,NRBBEARING
NRL.NS,NRL
NSIL.NS,NSIL
NSLNISP.NS,NSLNISP
NTL.NS,NTL
NTPC.NS,NTPC
NTPCGREEN.NS,NTPCGREEN
NUCLEUS.NS,NUCLEUS
NURECA.NS,NURECA
NUTEK.NS,NUTEK
NUVAMA.NS,NUVAMA
NUVOCO.NS,NUVOCO
NYKAA.NS,NYKAA
OAL.NS,OAL
OBCL.NS,OBCL
OBEROIRLTY.NS,OBEROIRLTY
OBSCP.NS,OBSCP
OCCL.NS,OCCL
